price,no_of_bedrooms,no_of_bathrooms,sqft_living,sqft_lot,no_of_floors,zipcode,house_age
419000.0,3,1.5,1570,6700,1.0,98007,68
895000.0,5,3.0,2876,13927,1.0,98040,51
668500.0,4,2.25,2290,9546,1.0,98006,48
487000.0,2,2.5,1470,2533,2.0,98033,19
538000.0,3,3.5,2620,10137,2.0,98146,32
898000.0,5,1.5,2680,28014,1.0,98004,61
315000.0,4,2.0,2020,7767,1.0,98003,29
800000.0,3,2.5,2100,4440,2.0,98116,79
516130.0,3,1.75,1510,8250,1.0,98008,62
1600000.0,3,2.5,2850,19593,1.5,98008,46
1200000.0,4,2.5,4280,12796,2.0,98006,25
355425.0,4,2.5,3238,9112,1.0,98198,45
1160000.0,3,2.5,2740,5925,2.0,98112,111
689000.0,4,2.5,2020,9600,2.0,98136,70
500000.0,3,3.25,1520,1500,3.0,98107,24
430000.0,5,2.5,3860,42733,1.0,98001,69
299500.0,4,2.25,1600,15312,1.0,98045,45
349950.0,4,2.5,2090,5289,2.0,98058,35
1420000.0,5,3.25,4020,4500,2.0,98004,14
998000.0,4,2.25,2910,10189,2.0,98006,36
329000.0,3,1.0,900,9600,1.0,98072,54
575000.0,3,1.75,1720,5956,2.0,98033,43
529900.0,5,2.25,3030,9430,2.0,98133,63
1470000.0,4,2.5,3030,10189,1.0,98004,21
725000.0,4,1.75,2190,9400,1.0,98033,62
286000.0,3,2.5,1680,5000,2.0,98023,37
335000.0,3,2.0,1210,9926,1.0,98006,70
395300.0,3,1.5,1120,7000,1.0,98007,69
510000.0,4,2.75,3180,13348,2.0,98019,20
203000.0,3,1.0,920,7500,1.0,98032,54
248000.0,2,1.0,700,8301,1.0,98155,71
265000.0,3,2.25,2540,7216,2.0,98023,33
1000000.0,4,1.5,2100,4560,1.5,98103,112
1000000.0,3,1.0,1540,24500,1.5,98125,75
241400.0,3,2.0,1420,9828,1.0,98010,34
309950.0,4,1.75,1450,10074,1.0,98058,58
294010.0,3,1.75,1550,4057,1.0,98106,79
345000.0,3,2.25,1920,9672,2.0,98074,40
625000.0,3,2.25,1920,9672,2.0,98074,40
660000.0,4,2.5,2510,4543,2.0,98075,22
559000.0,2,2.0,1660,4500,1.0,98053,21
866000.0,4,3.25,3990,9786,2.0,98053,20
770000.0,3,2.0,2350,5700,1.5,98112,85
259950.0,3,1.5,1350,7827,1.0,98030,56
352000.0,5,2.75,2980,9838,1.0,98030,56
2470000.0,5,4.75,6390,13180,2.0,98112,84
395000.0,3,2.0,1590,10229,1.0,98034,58
276500.0,4,1.75,1400,6650,1.5,98168,82
530000.0,3,2.25,1880,100623,1.5,98024,37
798000.0,4,3.25,3500,10260,2.0,98008,37
380000.0,2,2.0,1370,5756,1.0,98034,38
350000.0,4,2.5,2810,10433,2.0,98022,23
325000.0,3,2.5,2220,6049,2.0,98031,34
336000.0,3,2.5,2110,4549,2.0,98042,35
286900.0,3,2.25,1720,17235,1.0,98042,50
472000.0,5,2.25,1780,7245,1.0,98052,48
263000.0,3,1.75,1410,8100,2.0,98038,39
565000.0,3,3.0,2110,4000,1.0,98126,59
765000.0,3,2.5,2700,8444,2.0,98006,32
1520000.0,3,2.25,2610,9409,1.0,98075,61
405000.0,3,2.0,1660,8174,1.0,98034,43
1100000.0,4,3.5,4570,16219,2.0,98075,22
555000.0,3,3.0,3760,188760,1.0,98092,45
305000.0,3,2.5,1610,3516,2.0,98055,18
289950.0,3,2.25,1740,9370,1.0,98198,32
487500.0,5,3.5,3530,218472,2.0,98019,25
96500.0,3,1.0,840,12091,1.0,98023,65
185000.0,3,1.0,840,12091,1.0,98023,65
150550.0,4,1.0,1470,6061,1.5,98168,79
339000.0,4,2.0,2470,5080,1.5,98106,76
675000.0,4,1.75,2220,7230,1.0,98125,74
615000.0,3,1.75,1720,4080,1.0,98144,100
837500.0,4,2.5,2700,9320,2.0,98033,30
250000.0,2,1.0,950,11835,1.0,98028,92
583000.0,3,2.5,1790,8144,2.0,98074,35
499000.0,3,2.5,1610,1728,3.0,98115,24
550000.0,3,2.5,2290,6328,2.0,98146,23
400000.0,4,2.5,2170,204296,1.0,98022,44
990400.0,3,2.5,2100,4097,2.0,98004,16
600000.0,3,2.5,2320,52272,1.5,98075,50
325000.0,2,1.0,1120,6236,1.0,98155,70
265000.0,3,2.5,1530,6000,2.0,98038,33
1620000.0,3,2.5,3490,9362,1.0,98105,64
347500.0,3,1.5,1180,8353,1.0,98155,64
629000.0,5,2.0,2050,3000,1.5,98103,112
1090000.0,2,2.0,2360,11340,1.5,98040,27
397500.0,4,2.5,2570,7859,2.0,98038,32
404500.0,2,1.0,1270,3700,1.5,98144,115
225000.0,3,1.5,1250,7500,1.0,98030,57
267000.0,3,2.25,2510,9900,1.0,98023,46
800000.0,4,3.75,2690,4000,2.0,98119,115
339000.0,4,2.5,2900,6918,2.0,98001,23
1850000.0,4,2.5,3830,11972,1.0,98155,43
525000.0,5,1.0,1280,3876,1.5,98105,101
1150000.0,5,3.5,4350,6218,2.0,98027,17
565000.0,1,1.0,1370,6250,1.5,98136,103
387000.0,2,2.25,1230,1280,2.0,98144,12
720000.0,4,2.5,2440,34290,2.0,98053,37
1500000.0,4,3.5,4410,12426,2.0,98006,28
235000.0,2,1.0,910,7617,1.0,98125,88
365000.0,2,1.0,910,7617,1.0,98125,88
368250.0,3,2.5,2150,7484,2.0,98074,36
580000.0,3,2.5,2150,7484,2.0,98074,36
1100000.0,4,3.25,3190,11774,2.0,98178,68
215000.0,4,2.5,2130,4496,2.0,98001,20
648000.0,4,2.5,2740,9959,2.0,98029,35
705000.0,4,3.0,3150,9318,2.0,98075,23
465000.0,3,2.25,1450,1540,2.0,98107,19
650000.0,5,2.0,2400,3500,1.5,98103,113
335000.0,4,2.25,2280,7500,1.0,98198,61
640000.0,4,2.0,2310,31850,1.5,98072,40
638250.0,4,2.5,2460,8029,2.0,98074,35
1460000.0,4,3.5,4200,14353,2.0,98040,28
375000.0,4,2.0,1620,4600,2.0,98108,115
842000.0,4,1.75,2170,9525,1.0,98040,64
499950.0,3,2.25,2880,7200,1.0,98133,54
810000.0,4,2.5,3280,25211,2.0,98074,39
310000.0,5,2.0,2900,11970,2.0,98072,55
730000.0,3,2.5,2160,8809,1.0,98103,10
637800.0,4,1.75,2250,4750,1.5,98115,100
225000.0,3,1.0,1340,4800,1.5,98055,121
417500.0,4,1.0,1390,10800,1.5,98177,83
265000.0,4,2.0,1600,10160,1.0,98022,52
550000.0,4,2.5,2050,8683,2.0,98074,37
625700.0,3,2.0,2570,159865,1.0,98024,56
595000.0,3,2.5,2660,10637,2.0,98011,33
270000.0,3,1.5,1540,13475,1.0,98059,52
739375.0,5,3.0,2640,3200,2.0,98112,118
357562.0,2,1.75,1210,1032,2.0,98029,10
1010000.0,4,2.5,3760,29224,2.0,98052,37
455000.0,2,1.75,1350,4286,1.0,98053,20
310000.0,5,2.25,2600,9600,1.0,98023,55
415000.0,3,2.75,3900,111514,2.0,98024,57
452000.0,2,1.0,1340,8100,1.0,98177,74
810000.0,3,2.0,1760,16928,1.0,98004,71
730001.0,3,2.0,1840,4750,1.0,98117,73
825000.0,3,2.25,2980,86636,1.0,98053,35
665000.0,3,2.5,1730,3000,2.0,98103,28
327500.0,4,1.75,1650,7800,1.0,98058,56
699950.0,3,2.5,3370,36218,2.0,98075,36
424000.0,3,2.5,2200,34680,2.0,98092,39
657000.0,4,2.5,2180,3375,1.5,98117,98
445000.0,3,1.75,1490,10844,1.0,98008,50
450000.0,3,2.5,1530,762,2.0,98119,17
350000.0,3,1.0,1180,7455,1.0,98034,60
460000.0,4,2.5,2080,17532,2.0,98059,28
385000.0,4,2.5,3200,22651,1.0,98031,54
272000.0,4,2.25,1880,6160,2.0,98023,31
535000.0,3,2.5,2510,5544,2.0,98053,23
216500.0,2,1.0,1060,5200,1.0,98042,55
325000.0,3,2.5,2130,12245,2.0,98042,35
420200.0,3,1.75,1320,7280,1.0,98034,56
258000.0,3,1.75,1040,5650,1.0,98178,73
450000.0,3,2.0,1150,4500,1.5,98103,107
720168.0,4,2.25,2120,3794,2.0,98117,98
652000.0,3,2.0,2130,5000,1.5,98107,99
569500.0,4,2.5,2340,8248,2.0,98074,35
411000.0,4,1.75,2250,292288,1.0,98042,61
524950.0,3,1.75,1890,3825,1.0,98117,50
153000.0,2,1.0,1140,10152,1.0,98155,82
775000.0,3,2.5,2780,5467,2.0,98126,24
338500.0,4,2.5,2390,6111,2.0,98030,27
570000.0,3,1.75,2390,9000,1.0,98052,49
653000.0,3,2.0,2680,8429,1.0,98038,74
435000.0,2,2.5,1560,1222,2.0,98122,16
207000.0,2,1.0,1130,8160,1.0,98168,72
540000.0,2,1.0,1120,7500,1.0,98008,53
386000.0,4,2.25,2050,9583,2.0,98198,59
265000.0,5,2.25,2600,8075,1.5,98092,55
250000.0,3,2.25,1050,572,2.0,98106,18
1700000.0,3,2.0,2600,6600,2.0,98122,54
455000.0,4,2.5,2811,7251,2.0,98038,15
1800000.0,4,3.25,4060,13000,2.0,98040,24
759000.0,3,2.0,2260,7200,1.0,98144,83
970000.0,4,2.75,4430,74358,2.0,98053,34
280000.0,1,0.0,600,24501,1.0,98045,74
690000.0,3,2.25,2430,8327,1.0,98006,46
789900.0,3,2.5,3420,25150,1.0,98006,37
447500.0,2,1.0,1180,5100,1.5,98103,98
440000.0,4,2.25,2010,7575,1.0,98034,50
278000.0,3,2.0,1230,7789,1.0,98042,30
980000.0,5,2.5,2750,6000,1.5,98103,120
245000.0,3,2.75,1300,14197,1.0,98030,28
287000.0,3,1.5,1150,11475,1.0,98045,53
435000.0,3,1.75,2220,132858,1.0,98027,36
585000.0,3,2.5,2050,11690,2.0,98059,35
616000.0,4,1.75,1700,5846,1.0,98199,67
203000.0,3,1.75,1610,9000,1.0,98092,46
860000.0,4,2.75,2720,3840,2.0,98107,104
833000.0,4,2.5,2190,12690,1.0,98033,51
565000.0,4,2.75,2730,6856,2.0,98072,21
572500.0,3,2.5,2490,7589,2.0,98056,33
254000.0,4,2.0,1510,4235,1.0,98108,69
1530000.0,4,4.25,4720,21000,3.0,98177,53
900000.0,4,3.0,3810,217800,2.0,98077,21
899000.0,3,2.5,1950,3730,2.0,98033,28
560000.0,3,2.0,1300,6000,1.0,98136,81
512500.0,3,1.75,1610,7200,1.0,98007,48
775000.0,4,2.5,2040,5000,1.5,98117,100
200000.0,2,1.0,700,4700,1.0,98056,71
172000.0,3,1.0,970,4700,1.0,98106,81
219900.0,3,1.0,910,6000,1.0,98146,68
641200.0,3,1.0,1060,9123,1.0,98004,72
473000.0,5,3.25,2180,7200,2.0,98034,42
540000.0,3,1.75,2050,9580,1.0,98074,40
295000.0,2,1.0,750,4500,1.0,98122,79
370000.0,3,1.0,800,2296,1.0,98103,116
1730000.0,4,2.25,3470,8000,1.5,98122,118
275000.0,3,1.5,1390,48257,1.0,98024,102
89000.0,3,1.0,900,4750,1.0,98023,55
175000.0,2,1.75,1050,9800,1.5,98019,49
490000.0,3,2.5,2410,11900,1.0,98023,35
342400.0,3,2.25,1180,9630,2.0,98028,38
345000.0,3,1.0,1140,4200,2.0,98144,120
399000.0,2,1.0,700,3400,1.0,98112,78
550000.0,4,2.5,2060,9719,1.0,98006,64
652450.0,3,2.25,2230,11835,1.0,98006,50
438000.0,2,2.25,1950,29347,1.0,98133,71
605000.0,3,1.75,2100,5058,1.0,98126,83
395000.0,4,2.5,2130,11733,1.0,98059,55
449950.0,3,2.0,1880,3048,2.0,98122,122
651100.0,4,2.5,2310,5526,2.0,98074,21
241000.0,3,1.0,880,6050,1.0,98178,79
3420000.0,5,5.0,5450,20412,2.0,98039,10
268500.0,2,1.5,1290,1749,1.0,98008,55
200000.0,2,1.0,1010,7200,1.0,98166,68
400375.0,4,1.75,1690,7680,1.0,98126,78
429000.0,2,1.75,1350,6315,1.0,98053,19
230000.0,3,1.0,680,2400,1.0,98144,121
1200000.0,4,2.25,2860,10702,2.0,98004,42
314200.0,1,1.0,610,6000,1.0,98117,106
513000.0,4,2.5,2660,8887,1.0,98166,57
535000.0,2,1.0,1390,5346,1.0,98118,116
420000.0,6,3.0,2290,6344,2.0,98126,44
345950.0,3,2.5,2110,4118,2.0,98042,35
483500.0,3,2.0,1200,2016,1.0,98116,93
695000.0,4,2.25,2360,2500,2.0,98117,23
295000.0,4,2.5,2350,8906,2.0,98031,31
434975.0,3,2.25,1590,9960,1.0,98155,48
513000.0,3,2.5,1810,4592,2.0,98029,32
360000.0,3,1.75,1900,11407,1.0,98155,61
234900.0,3,1.0,1250,8000,1.0,98146,68
963000.0,4,3.5,3280,6603,2.0,98027,17
595000.0,2,1.5,870,4800,1.0,98119,100
942500.0,4,3.25,3570,14408,2.0,98065,18
1030000.0,4,3.25,3780,11200,2.0,98059,22
350000.0,3,1.0,1190,3600,1.5,98144,120
416500.0,4,2.0,2280,39848,2.0,98070,33
209900.0,3,1.0,1030,60720,1.5,98042,112
802000.0,3,1.75,2870,5000,1.5,98144,117
230000.0,4,1.5,1520,8800,1.0,98002,64
489000.0,3,3.0,3700,10375,2.0,98188,42
497000.0,3,1.5,2240,28750,1.0,98034,68
250000.0,3,2.25,1920,7738,1.0,98148,59
925000.0,3,3.0,2560,3600,2.0,98119,30
390000.0,4,2.5,1840,15496,2.0,98059,33
415000.0,3,2.75,2080,9600,1.0,98028,36
785000.0,3,2.0,1600,9638,1.0,98040,72
575000.0,3,2.0,2168,4000,1.5,98105,117
170000.0,2,1.0,860,8636,1.0,98146,100
750000.0,4,1.75,2100,3400,1.0,98119,109
230000.0,3,1.0,1140,9639,1.0,98001,57
855000.0,4,3.0,3090,35074,2.0,98005,46
235000.0,3,1.0,1330,45738,2.0,98058,57
335000.0,2,1.0,1360,69260,1.0,98065,87
1200000.0,5,3.0,3420,18129,2.0,98040,72
677000.0,4,2.0,2180,6000,1.5,98144,97
575000.0,3,2.0,1800,5000,2.0,98136,99
450000.0,2,1.0,1120,4590,1.0,98118,100
817250.0,3,2.5,2980,7202,2.0,98033,25
440000.0,4,2.25,2600,28600,1.0,98072,56
526000.0,2,2.0,1550,2400,1.5,98103,124
762500.0,3,2.25,3330,15258,2.0,98077,38
325000.0,4,2.5,2200,7719,2.0,98030,24
840000.0,4,3.5,3840,85728,2.0,98014,26
377500.0,2,1.0,840,4500,1.0,98136,85
212500.0,3,1.5,1270,7128,1.0,98198,70
749400.0,4,2.5,3240,20301,2.0,98052,39
663000.0,3,2.5,2480,37843,1.5,98070,50
1480000.0,3,2.25,4470,22518,2.0,98006,71
261000.0,3,1.0,1780,7800,1.0,98178,67
515000.0,4,2.5,1850,9248,2.0,98028,27
410000.0,3,2.25,2200,16921,2.0,98038,37
336000.0,3,2.25,2760,10160,1.0,98058,55
440000.0,2,1.0,1090,4128,1.0,98115,76
908950.0,4,2.75,3090,6200,2.0,98006,10
554000.0,2,1.0,820,3700,1.0,98040,56
387000.0,3,2.25,1445,1606,2.0,98027,21
268643.0,4,2.25,1810,9240,2.0,98055,63
514000.0,3,1.75,1620,5000,1.0,98117,70
420000.0,2,1.75,1060,4182,2.0,98115,47
199000.0,3,1.75,1050,9871,1.0,98042,56
225000.0,3,1.0,1010,15701,1.0,98188,75
320000.0,4,2.5,2050,8424,2.0,98022,31
204995.0,2,1.0,970,8185,1.0,98031,120
376000.0,3,2.0,1540,1827,2.0,98029,19
705000.0,4,2.75,3000,6222,2.0,98029,20
725995.0,4,2.5,3190,7869,2.0,98065,23
285000.0,4,2.5,1870,8190,1.0,98058,47
285000.0,4,2.5,2200,9397,2.0,98001,37
731000.0,4,2.5,3070,5936,2.0,98075,19
1560000.0,4,3.75,3730,17000,2.0,98040,38
510000.0,4,2.5,2440,10423,1.0,98034,69
620000.0,2,1.0,990,4332,1.0,98103,115
1110000.0,3,4.0,4160,31796,2.0,98053,35
796000.0,4,3.5,3670,4960,2.0,98177,19
255000.0,3,1.5,910,25500,1.0,98188,81
807000.0,3,2.5,1940,4000,2.0,98199,24
315000.0,4,2.5,1780,6000,2.0,98038,24
637000.0,3,2.25,2200,7355,2.0,98052,38
2730000.0,4,4.25,6410,43838,2.5,98144,118
490000.0,3,2.0,2070,10023,1.0,98074,43
253000.0,3,1.75,2040,7281,1.0,98188,62
325900.0,4,2.5,2320,6270,2.0,98042,20
425000.0,2,2.0,1440,6677,1.0,98118,72
215000.0,4,2.5,1700,6675,2.0,98038,27
315000.0,4,2.5,1700,6675,2.0,98038,27
724800.0,3,2.0,2050,3933,1.0,98112,98
295000.0,2,1.0,800,6500,1.0,98133,71
509007.0,3,1.75,1800,7620,1.0,98177,73
306000.0,5,2.0,1460,169448,1.5,98030,114
205000.0,3,1.75,1290,7210,1.0,98023,40
275000.0,3,1.5,1900,9737,1.0,98031,56
685000.0,3,1.75,1480,7000,1.0,98122,61
465000.0,4,2.5,2090,12833,1.0,98034,55
560000.0,4,2.25,1950,9800,1.0,98033,56
458500.0,3,1.75,1250,9605,1.0,98008,60
354000.0,3,1.0,990,7590,1.0,98008,65
441000.0,3,2.5,2740,7923,2.0,98058,26
194000.0,3,1.75,1260,10488,1.0,98106,72
316500.0,4,2.5,2150,6807,2.0,98031,33
524950.0,3,1.75,1750,3250,1.5,98117,95
1050000.0,3,2.25,2880,6092,2.0,98116,41
925000.0,4,2.25,2590,13894,2.0,98005,49
780000.0,3,1.75,2430,4524,1.5,98103,100
241000.0,2,2.0,1470,3128,2.0,98038,19
519000.0,3,2.75,2020,10744,1.0,98166,70
286000.0,2,1.0,610,4000,1.0,98136,106
400000.0,3,2.0,3000,17800,1.0,98125,62
255000.0,2,1.0,920,43560,1.0,98024,101
152000.0,3,1.75,1070,7754,1.0,98146,71
599000.0,4,2.0,3410,15143,2.0,98052,52
330000.0,4,2.5,1820,3905,2.0,98019,23
461000.0,2,1.0,1060,7193,1.0,98133,98
620000.0,5,2.5,3070,34991,2.0,98059,29
352500.0,4,2.5,2300,219106,1.0,98038,66
435000.0,3,2.0,1610,6911,1.0,98034,36
725000.0,5,2.75,2830,5310,2.0,98052,18
300000.0,3,1.0,970,12300,1.0,98028,42
252000.0,3,2.5,1680,8284,2.0,98038,35
464625.0,4,2.75,2040,8996,1.0,98033,50
340000.0,3,1.0,1450,9586,2.0,98155,74
1330000.0,4,2.25,2870,6280,1.5,98112,119
455000.0,5,2.0,1870,13970,1.0,98027,55
495000.0,4,3.5,2490,18042,2.0,98070,21
925000.0,4,2.5,3350,4501,2.0,98117,22
587000.0,4,2.75,3190,8737,2.0,98065,18
524000.0,3,1.75,1560,5520,1.0,98199,80
1030000.0,4,2.5,2750,4800,2.0,98103,119
176000.0,2,1.0,920,2332,1.0,98198,44
249900.0,2,1.0,1140,5500,1.0,98106,77
499500.0,3,2.5,2520,53143,1.5,98019,36
600000.0,5,3.5,3150,10542,1.0,98011,50
294000.0,4,2.5,2040,7800,2.0,98168,21
272000.0,4,2.0,1780,19843,1.0,98058,61
390000.0,3,2.5,2240,10800,2.0,98028,28
700000.0,4,2.5,3270,9650,1.0,98166,53
635000.0,5,2.75,3110,6621,2.0,98065,18
920000.0,4,1.5,1850,3600,2.0,98112,95
500000.0,3,1.75,1570,8530,1.0,98033,41
263500.0,2,1.0,750,4515,1.0,98106,82
975000.0,4,2.25,2240,9990,2.0,98040,57
575000.0,3,2.5,1870,3485,2.0,98029,23
822000.0,4,2.5,2683,40386,2.0,98052,37
300000.0,3,1.0,1490,7200,1.0,98125,70
487600.0,4,2.5,2340,12080,2.0,98019,25
500000.0,4,2.0,1700,8640,1.0,98006,69
680000.0,2,2.0,1450,989,3.0,98109,10
419000.0,3,2.5,3310,21096,2.0,98023,20
450000.0,4,1.75,1520,5250,1.0,98199,75
650000.0,5,1.75,1260,4500,1.5,98119,98
550000.0,3,1.75,1840,8086,1.0,98052,60
330000.0,4,2.0,1750,5202,1.0,98108,82
282510.0,4,1.0,1450,32234,1.5,98030,92
2390000.0,4,4.0,6330,13296,2.0,98033,24
230000.0,2,2.0,1260,10200,1.0,98003,41
750000.0,4,1.75,2100,6613,2.0,98116,115
321000.0,4,2.5,2430,5366,2.0,98092,22
2200000.0,4,3.25,4250,18000,2.0,98040,44
245000.0,4,2.0,1830,10416,1.0,98146,66
510000.0,2,1.0,1310,4000,1.0,98103,111
751000.0,4,3.25,3090,9571,2.0,98052,20
675000.0,4,2.5,2560,36601,2.0,98075,37
295000.0,3,1.75,1930,13350,1.0,98023,57
312000.0,2,1.0,1460,6000,1.0,98115,99
730000.0,3,3.0,3460,13129,2.0,98077,36
762500.0,5,3.5,3290,5880,2.0,98052,19
150000.0,3,1.0,820,7680,1.5,98106,114
270000.0,3,1.0,1480,7374,1.0,98133,70
400000.0,4,2.0,1420,9301,1.0,98008,61
650000.0,3,2.5,2790,6720,2.0,98075,22
530000.0,2,1.5,1390,5000,1.0,98116,70
248000.0,3,1.0,950,9400,1.0,98006,70
760000.0,4,3.5,3000,5300,1.0,98115,75
199000.0,4,1.0,1280,10521,1.5,98198,64
240000.0,2,1.0,870,8400,1.0,98188,64
415000.0,3,1.5,1360,1795,2.0,98199,79
228000.0,3,1.0,1000,16376,1.0,98059,65
525000.0,4,2.5,2740,12106,1.0,98133,32
399950.0,3,1.75,1560,5223,1.0,98125,84
781000.0,4,2.5,2590,8571,2.0,98052,36
827000.0,3,2.5,1850,1330,2.5,98115,20
525000.0,5,2.25,2500,8621,1.5,98034,56
671300.0,4,2.5,3280,5232,2.0,98053,20
175000.0,2,1.0,670,2378,1.0,98126,105
1100000.0,5,2.75,2890,22547,1.0,98040,61
800000.0,5,2.5,3000,10560,1.0,98004,58
329950.0,4,2.5,1920,4600,2.0,98038,22
445000.0,4,3.25,1960,7200,2.0,98034,45
237000.0,3,1.75,2000,12208,1.0,98032,45
1110000.0,6,4.0,3600,6224,2.0,98199,79
438900.0,4,2.5,2740,5700,2.0,98038,18
1280000.0,9,4.5,3650,5000,2.0,98105,109
600000.0,4,2.5,2310,3866,2.0,98029,19
670000.0,4,2.5,2095,4569,2.0,98052,22
519000.0,2,2.0,1560,4823,1.0,98053,20
320000.0,3,2.25,1880,7350,1.0,98058,40
270000.0,2,1.5,840,867,2.0,98115,19
1000000.0,3,2.5,2730,5832,2.0,98005,26
330000.0,1,1.0,860,4800,1.0,98122,117
657500.0,3,2.0,2320,10960,1.0,98005,68
450000.0,3,1.75,1540,61419,1.0,98028,57
150000.0,3,1.0,890,6488,1.5,98014,96
792500.0,4,2.5,4290,175421,2.0,98010,20
540000.0,3,2.5,1950,13227,2.0,98034,46
229900.0,3,1.0,1010,8848,1.0,98003,56
533000.0,4,2.5,2830,6536,2.0,98038,21
239000.0,4,1.75,1500,12560,1.0,98002,47
713900.0,3,2.5,3370,167706,1.0,98038,24
427500.0,4,2.5,3160,8726,2.0,98092,25
302000.0,3,1.0,1110,7000,1.5,98133,69
1150000.0,3,2.5,3830,48743,2.0,98006,33
555000.0,3,2.5,3160,4270,2.0,98011,18
495000.0,3,2.25,2100,3000,2.0,98144,28
495000.0,3,1.5,2240,13288,1.0,98033,71
340000.0,2,0.75,1060,48292,1.0,98070,77
464950.0,4,2.25,2350,36116,1.0,98042,41
320000.0,4,2.5,1940,7040,2.0,98092,26
440000.0,1,1.0,1160,64469,1.0,98072,15
686000.0,3,1.5,1840,9990,2.0,98177,63
555000.0,4,1.75,2260,11000,1.0,98008,48
361500.0,2,1.0,840,3860,1.0,98117,115
1240000.0,5,3.0,2830,7500,2.0,98105,101
154950.0,4,1.0,1600,10183,1.0,98002,58
247200.0,3,1.75,1370,8719,1.0,98042,42
250000.0,3,2.25,1960,7414,1.0,98023,40
590300.0,3,1.5,1470,7200,2.0,98118,117
541125.0,5,2.75,2740,8426,1.0,98006,64
310000.0,2,2.5,1090,923,2.0,98027,20
704111.0,4,2.75,2460,9520,1.0,98034,48
277500.0,3,2.25,1820,19602,1.0,98001,60
325000.0,4,2.75,1960,8937,1.0,98188,70
289200.0,3,2.25,1760,7023,2.0,98019,29
185000.0,1,1.0,720,5000,1.0,98118,116
1450000.0,4,3.5,3470,8580,2.0,98199,17
420550.0,4,2.0,1370,8100,1.0,98155,77
603000.0,4,2.25,2370,11310,1.0,98155,56
345000.0,3,1.0,1390,2640,1.5,98122,121
650000.0,3,2.0,1840,3075,1.0,98103,96
589950.0,5,3.0,2790,19439,1.0,98058,51
309950.0,2,2.25,1460,1607,2.0,98106,17
775000.0,3,2.5,2620,241200,1.5,98027,26
590000.0,4,1.5,2230,5109,1.5,98115,106
863500.0,4,3.0,3250,2760,2.5,98122,119
517500.0,3,1.0,1190,7000,1.0,98199,81
700000.0,3,3.0,2090,7440,1.5,98103,102
699000.0,3,2.5,2580,8154,1.0,98177,68
350000.0,3,2.5,2100,3574,2.0,98019,19
795000.0,4,2.5,3160,16564,2.0,98074,37
543000.0,3,2.5,2090,7640,1.0,98133,62
325000.0,3,2.5,1570,3143,2.0,98019,23
337500.0,3,1.0,1020,6000,1.5,98108,124
425000.0,2,1.0,1300,11080,1.0,98034,69
780000.0,3,2.5,2110,9773,1.0,98006,38
259000.0,2,1.0,1210,17389,1.0,98059,76
524400.0,4,1.75,1990,12950,1.0,98006,56
260000.0,3,2.0,1630,8018,1.0,98001,21
273000.0,2,2.0,1384,1822,2.0,98028,34
639900.0,4,2.5,3380,75794,2.0,98001,27
420000.0,4,2.5,2480,8626,2.0,98001,23
510500.0,3,1.0,1270,8000,1.0,98007,67
290000.0,4,1.0,1010,7200,1.5,98155,77
226000.0,3,1.75,1490,6269,1.0,98056,80
300000.0,2,1.0,820,3844,1.0,98133,108
407450.0,3,2.0,1810,10860,1.0,98053,57
390000.0,4,2.25,3060,7920,1.0,98178,59
1060000.0,6,2.75,2980,20000,1.0,98177,59
610000.0,3,2.5,3440,18167,2.0,98023,33
239975.0,3,2.5,1820,7242,1.0,98188,65
375000.0,3,2.5,2320,5760,1.0,98178,37
742500.0,4,2.5,2620,4400,2.0,98029,20
450000.0,4,1.75,2190,11625,1.0,98146,68
300000.0,3,2.25,1780,10395,1.0,98058,57
216600.0,3,1.75,2200,7700,1.0,98031,49
525000.0,3,1.75,1600,6120,1.5,98115,100
455000.0,4,2.25,2450,21000,1.0,98166,70
390000.0,4,2.25,2680,35218,2.0,98027,38
450000.0,3,1.75,1850,8667,1.0,98033,42
382000.0,4,1.0,1740,4400,1.5,98122,100
287000.0,3,2.25,1490,9600,1.0,98019,37
460000.0,4,2.0,1960,190357,1.0,98027,53
435000.0,3,2.25,1380,3015,2.0,98052,15
575000.0,2,1.0,1510,4032,1.5,98199,89
626700.0,3,1.5,1410,3600,1.0,98109,118
352000.0,4,1.5,1440,8680,1.5,98178,102
650000.0,3,1.0,920,6750,1.0,98004,73
197000.0,3,1.0,1090,17630,1.0,98002,62
340000.0,8,2.75,2790,6695,1.0,98133,47
560000.0,3,2.0,1840,14985,1.0,98033,56
354000.0,3,1.75,1340,6300,1.0,98034,52
670000.0,4,2.5,2570,9086,2.0,98074,25
769000.0,4,3.5,3010,6202,2.0,98029,19
650000.0,4,2.5,2160,3139,1.0,98103,84
650000.0,3,1.75,2140,9484,1.0,98004,71
289950.0,4,1.75,2090,7416,1.0,98031,54
300000.0,3,1.75,1810,21138,1.0,98058,47
471000.0,4,1.75,1760,5750,1.0,98126,62
639000.0,4,2.5,2500,8540,2.0,98029,34
287000.0,2,1.0,930,6900,1.0,98178,72
740000.0,4,2.5,3030,8335,2.0,98075,32
499922.0,3,2.0,1460,3000,1.0,98117,34
675000.0,4,2.5,2940,14071,2.0,98029,38
738515.0,5,2.75,3360,9200,2.0,98011,10
445000.0,3,1.75,2110,4800,1.0,98108,68
1040000.0,4,2.25,2740,11343,1.0,98125,71
346000.0,2,1.0,1070,2196,1.0,98144,107
